survey,year,species,biomass,cv
BTS_fall_allbox_effic1,137,North_atl_cod,5173830.370841114,0.1
BTS_fall_allbox_effic1,138,North_atl_cod,6586567.511715099,0.1
BTS_fall_allbox_effic1,139,North_atl_cod,5086829.918989942,0.1
BTS_fall_allbox_effic1,140,North_atl_cod,5266759.210670268,0.1
BTS_fall_allbox_effic1,141,North_atl_cod,5196181.870168739,0.1
BTS_fall_allbox_effic1,142,North_atl_cod,5032370.667821719,0.1
BTS_fall_allbox_effic1,143,North_atl_cod,5802908.480791211,0.1
BTS_fall_allbox_effic1,144,North_atl_cod,5879050.136729697,0.1
BTS_fall_allbox_effic1,1,Norwegian_ssh,586997.7709640487,0.1
BTS_fall_allbox_effic1,2,Norwegian_ssh,738899.302144295,0.1
BTS_fall_allbox_effic1,3,Norwegian_ssh,995462.3577115132,0.1
BTS_fall_allbox_effic1,4,Norwegian_ssh,893277.3928986839,0.1
BTS_fall_allbox_effic1,5,Norwegian_ssh,1169032.4053421002,0.1
BTS_fall_allbox_effic1,6,Norwegian_ssh,1310448.8481422197,0.1
BTS_fall_allbox_effic1,7,Norwegian_ssh,1393496.0475504352,0.1
BTS_fall_allbox_effic1,8,Norwegian_ssh,1298530.9279709463,0.1
BTS_fall_allbox_effic1,9,Norwegian_ssh,1681896.6434384002,0.1
BTS_fall_allbox_effic1,10,Norwegian_ssh,1783492.066394563,0.1
BTS_fall_allbox_effic1,11,Norwegian_ssh,2010087.6984315587,0.1
BTS_fall_allbox_effic1,12,Norwegian_ssh,2135983.085224822,0.1
BTS_fall_allbox_effic1,13,Norwegian_ssh,1967199.015991982,0.1
BTS_fall_allbox_effic1,14,Norwegian_ssh,2356558.05639135,0.1
BTS_fall_allbox_effic1,15,Norwegian_ssh,2180725.456269299,0.1
BTS_fall_allbox_effic1,16,Norwegian_ssh,1843758.715604135,0.1
BTS_fall_allbox_effic1,17,Norwegian_ssh,1836208.7961485793,0.1
BTS_fall_allbox_effic1,18,Norwegian_ssh,1759153.1836135334,0.1
BTS_fall_allbox_effic1,19,Norwegian_ssh,1921557.2430504702,0.1
BTS_fall_allbox_effic1,20,Norwegian_ssh,1921895.1692975354,0.1
BTS_fall_allbox_effic1,21,Norwegian_ssh,2477971.8593459544,0.1
BTS_fall_allbox_effic1,22,Norwegian_ssh,2056200.5101787315,0.1
BTS_fall_allbox_effic1,23,Norwegian_ssh,2605836.9584173076,0.1
BTS_fall_allbox_effic1,24,Norwegian_ssh,2665320.94724829,0.1
BTS_fall_allbox_effic1,25,Norwegian_ssh,2725608.0520950104,0.1
BTS_fall_allbox_effic1,26,Norwegian_ssh,3701549.035390483,0.1
BTS_fall_allbox_effic1,27,Norwegian_ssh,3137227.510491484,0.1
BTS_fall_allbox_effic1,28,Norwegian_ssh,3964467.821904842,0.1
BTS_fall_allbox_effic1,29,Norwegian_ssh,3821658.9957853025,0.1
BTS_fall_allbox_effic1,30,Norwegian_ssh,3348819.1905820603,0.1
BTS_fall_allbox_effic1,31,Norwegian_ssh,5153852.806948071,0.1
BTS_fall_allbox_effic1,32,Norwegian_ssh,3592485.4856440537,0.1
BTS_fall_allbox_effic1,33,Norwegian_ssh,4000753.4602233255,0.1
BTS_fall_allbox_effic1,34,Norwegian_ssh,5099765.10694489,0.1
BTS_fall_allbox_effic1,35,Norwegian_ssh,3795843.448332691,0.1
BTS_fall_allbox_effic1,36,Norwegian_ssh,4240499.231261905,0.1
BTS_fall_allbox_effic1,37,Norwegian_ssh,4426239.992112735,0.1
BTS_fall_allbox_effic1,38,Norwegian_ssh,4376902.403337755,0.1
BTS_fall_allbox_effic1,39,Norwegian_ssh,4342524.254286903,0.1
BTS_fall_allbox_effic1,40,Norwegian_ssh,3505055.382480836,0.1
BTS_fall_allbox_effic1,41,Norwegian_ssh,3358195.762687348,0.1
BTS_fall_allbox_effic1,42,Norwegian_ssh,2755977.4067680025,0.1
BTS_fall_allbox_effic1,43,Norwegian_ssh,2276277.2770299995,0.1
BTS_fall_allbox_effic1,44,Norwegian_ssh,2130670.2569264453,0.1
BTS_fall_allbox_effic1,45,Norwegian_ssh,2488123.5779747674,0.1
BTS_fall_allbox_effic1,46,Norwegian_ssh,2365469.8101266664,0.1
BTS_fall_allbox_effic1,47,Norwegian_ssh,1641321.6172996303,0.1
BTS_fall_allbox_effic1,48,Norwegian_ssh,1781466.7488416124,0.1
BTS_fall_allbox_effic1,49,Norwegian_ssh,1598858.6669235497,0.1
BTS_fall_allbox_effic1,50,Norwegian_ssh,1363424.990907974,0.1
BTS_fall_allbox_effic1,51,Norwegian_ssh,1551923.9898728316,0.1
BTS_fall_allbox_effic1,52,Norwegian_ssh,1348461.3306965495,0.1
BTS_fall_allbox_effic1,53,Norwegian_ssh,1583262.9703809256,0.1
BTS_fall_allbox_effic1,54,Norwegian_ssh,1459500.9307763465,0.1
BTS_fall_allbox_effic1,55,Norwegian_ssh,1517999.7436583852,0.1
BTS_fall_allbox_effic1,56,Norwegian_ssh,1128863.381570347,0.1
BTS_fall_allbox_effic1,57,Norwegian_ssh,1484030.1268559382,0.1
BTS_fall_allbox_effic1,58,Norwegian_ssh,1448651.216421638,0.1
BTS_fall_allbox_effic1,59,Norwegian_ssh,1798545.6066983256,0.1
BTS_fall_allbox_effic1,60,Norwegian_ssh,1626418.939423939,0.1
BTS_fall_allbox_effic1,61,Norwegian_ssh,1622147.2517411516,0.1
BTS_fall_allbox_effic1,62,Norwegian_ssh,1749208.8327515617,0.1
BTS_fall_allbox_effic1,63,Norwegian_ssh,1998262.440867121,0.1
BTS_fall_allbox_effic1,64,Norwegian_ssh,1580795.6405945795,0.1
BTS_fall_allbox_effic1,65,Norwegian_ssh,2017782.0835785964,0.1
BTS_fall_allbox_effic1,66,Norwegian_ssh,1897401.595613691,0.1
BTS_fall_allbox_effic1,67,Norwegian_ssh,1642622.4475866214,0.1
BTS_fall_allbox_effic1,68,Norwegian_ssh,1274595.8941054295,0.1
BTS_fall_allbox_effic1,69,Norwegian_ssh,1618434.231520416,0.1
BTS_fall_allbox_effic1,70,Norwegian_ssh,1520337.36375249,0.1
BTS_fall_allbox_effic1,71,Norwegian_ssh,1742777.8473320054,0.1
BTS_fall_allbox_effic1,72,Norwegian_ssh,1486023.616922614,0.1
BTS_fall_allbox_effic1,73,Norwegian_ssh,1255382.5931587198,0.1
BTS_fall_allbox_effic1,74,Norwegian_ssh,1414601.0406835722,0.1
BTS_fall_allbox_effic1,75,Norwegian_ssh,1408236.7185438708,0.1
BTS_fall_allbox_effic1,76,Norwegian_ssh,886663.0682249399,0.1
BTS_fall_allbox_effic1,77,Norwegian_ssh,1029966.1405199838,0.1
BTS_fall_allbox_effic1,78,Norwegian_ssh,1117592.4408889362,0.1
BTS_fall_allbox_effic1,79,Norwegian_ssh,839828.8675152438,0.1
BTS_fall_allbox_effic1,80,Norwegian_ssh,1013586.9722024327,0.1
BTS_fall_allbox_effic1,81,Norwegian_ssh,667508.7863546987,0.1
BTS_fall_allbox_effic1,82,Norwegian_ssh,482410.8669064027,0.1
BTS_fall_allbox_effic1,83,Norwegian_ssh,566117.6665148165,0.1
BTS_fall_allbox_effic1,84,Norwegian_ssh,306322.6312993633,0.1
BTS_fall_allbox_effic1,85,Norwegian_ssh,301385.93804169114,0.1
BTS_fall_allbox_effic1,86,Norwegian_ssh,289073.2914630074,0.1
BTS_fall_allbox_effic1,87,Norwegian_ssh,307205.6498746549,0.1
BTS_fall_allbox_effic1,88,Norwegian_ssh,232862.4177708261,0.1
BTS_fall_allbox_effic1,89,Norwegian_ssh,218674.5462477816,0.1
BTS_fall_allbox_effic1,90,Norwegian_ssh,154168.2895700383,0.1
BTS_fall_allbox_effic1,91,Norwegian_ssh,90990.97991884124,0.1
BTS_fall_allbox_effic1,92,Norwegian_ssh,92490.7181743992,0.1
BTS_fall_allbox_effic1,93,Norwegian_ssh,67445.30448053895,0.1
BTS_fall_allbox_effic1,94,Norwegian_ssh,47077.26337252369,0.1
BTS_fall_allbox_effic1,95,Norwegian_ssh,66337.07785941783,0.1
BTS_fall_allbox_effic1,96,Norwegian_ssh,59349.34624928929,0.1
BTS_fall_allbox_effic1,97,Norwegian_ssh,46841.51629668284,0.1
BTS_fall_allbox_effic1,98,Norwegian_ssh,30716.68224146137,0.1
BTS_fall_allbox_effic1,99,Norwegian_ssh,21600.321993357044,0.1
BTS_fall_allbox_effic1,100,Norwegian_ssh,18577.675103169575,0.1
BTS_fall_allbox_effic1,101,Norwegian_ssh,17276.718052113465,0.1
BTS_fall_allbox_effic1,102,Norwegian_ssh,10784.373565524731,0.1
BTS_fall_allbox_effic1,103,Norwegian_ssh,10555.796862137831,0.1
BTS_fall_allbox_effic1,104,Norwegian_ssh,17290.424415617043,0.1
BTS_fall_allbox_effic1,105,Norwegian_ssh,17925.476910467754,0.1
BTS_fall_allbox_effic1,106,Norwegian_ssh,11264.726790573042,0.1
BTS_fall_allbox_effic1,107,Norwegian_ssh,7476.831413921576,0.1
BTS_fall_allbox_effic1,108,Norwegian_ssh,7041.744890540639,0.1
BTS_fall_allbox_effic1,109,Norwegian_ssh,6708.167594685926,0.1
BTS_fall_allbox_effic1,110,Norwegian_ssh,6543.996171782807,0.1
BTS_fall_allbox_effic1,111,Norwegian_ssh,3751.006771302268,0.1
BTS_fall_allbox_effic1,112,Norwegian_ssh,3256.143710898428,0.1
BTS_fall_allbox_effic1,113,Norwegian_ssh,5867.133921900624,0.1
BTS_fall_allbox_effic1,114,Norwegian_ssh,7461.436837993421,0.1
BTS_fall_allbox_effic1,115,Norwegian_ssh,10870.72492960258,0.1
BTS_fall_allbox_effic1,116,Norwegian_ssh,17138.648418814897,0.1
BTS_fall_allbox_effic1,117,Norwegian_ssh,20581.52886240962,0.1
BTS_fall_allbox_effic1,118,Norwegian_ssh,29446.38148740985,0.1
BTS_fall_allbox_effic1,119,Norwegian_ssh,41878.32127354222,0.1
BTS_fall_allbox_effic1,120,Norwegian_ssh,51332.36487723198,0.1
BTS_fall_allbox_effic1,121,Norwegian_ssh,50383.549872379925,0.1
BTS_fall_allbox_effic1,122,Norwegian_ssh,66570.90116593656,0.1
BTS_fall_allbox_effic1,123,Norwegian_ssh,75992.34254945512,0.1
BTS_fall_allbox_effic1,124,Norwegian_ssh,72518.18493978733,0.1
BTS_fall_allbox_effic1,125,Norwegian_ssh,95885.15779198955,0.1
BTS_fall_allbox_effic1,126,Norwegian_ssh,93910.77101674091,0.1
BTS_fall_allbox_effic1,127,Norwegian_ssh,125815.47226344746,0.1
BTS_fall_allbox_effic1,128,Norwegian_ssh,126651.92599220476,0.1
BTS_fall_allbox_effic1,129,Norwegian_ssh,145406.4336334013,0.1
BTS_fall_allbox_effic1,130,Norwegian_ssh,149974.46163515217,0.1
BTS_fall_allbox_effic1,131,Norwegian_ssh,145100.38307782402,0.1
BTS_fall_allbox_effic1,132,Norwegian_ssh,149448.4864095699,0.1
BTS_fall_allbox_effic1,133,Norwegian_ssh,150242.62698875624,0.1
BTS_fall_allbox_effic1,134,Norwegian_ssh,177248.33728286767,0.1
BTS_fall_allbox_effic1,135,Norwegian_ssh,182824.57263632756,0.1
BTS_fall_allbox_effic1,136,Norwegian_ssh,204868.46644676483,0.1
BTS_fall_allbox_effic1,137,Norwegian_ssh,240947.41154556695,0.1
BTS_fall_allbox_effic1,138,Norwegian_ssh,234345.68470392431,0.1
BTS_fall_allbox_effic1,139,Norwegian_ssh,292136.51342661,0.1
BTS_fall_allbox_effic1,140,Norwegian_ssh,243401.34338350606,0.1
BTS_fall_allbox_effic1,141,Norwegian_ssh,260785.13713509633,0.1
BTS_fall_allbox_effic1,142,Norwegian_ssh,223603.585853047,0.1
BTS_fall_allbox_effic1,143,Norwegian_ssh,246482.75447104403,0.1
BTS_fall_allbox_effic1,144,Norwegian_ssh,262857.41785907175,0.1
BTS_fall_allbox_effic1,1,Polar_cod,305090.73481712304,0.1
BTS_fall_allbox_effic1,2,Polar_cod,297176.9502193519,0.1
BTS_fall_allbox_effic1,3,Polar_cod,418271.9917864359,0.1
BTS_fall_allbox_effic1,4,Polar_cod,457038.0874225888,0.1
BTS_fall_allbox_effic1,5,Polar_cod,601907.3015906807,0.1
BTS_fall_allbox_effic1,6,Polar_cod,581181.5028590651,0.1
BTS_fall_allbox_effic1,7,Polar_cod,750239.1967759008,0.1
BTS_fall_allbox_effic1,8,Polar_cod,832996.3126363639,0.1
BTS_fall_allbox_effic1,9,Polar_cod,903921.5900359084,0.1
BTS_fall_allbox_effic1,10,Polar_cod,964330.9417461056,0.1
BTS_fall_allbox_effic1,11,Polar_cod,1005330.2367808948,0.1
BTS_fall_allbox_effic1,12,Polar_cod,1463002.9695348183,0.1
BTS_fall_allbox_effic1,13,Polar_cod,1330764.1917796219,0.1
BTS_fall_allbox_effic1,14,Polar_cod,1412288.0728392217,0.1
BTS_fall_allbox_effic1,15,Polar_cod,1390401.9344732603,0.1
BTS_fall_allbox_effic1,16,Polar_cod,1506632.6199280245,0.1
BTS_fall_allbox_effic1,17,Polar_cod,1910195.6428088378,0.1
BTS_fall_allbox_effic1,18,Polar_cod,2131680.6656576446,0.1
BTS_fall_allbox_effic1,19,Polar_cod,2170187.571238797,0.1
BTS_fall_allbox_effic1,20,Polar_cod,2176100.4537758986,0.1
BTS_fall_allbox_effic1,21,Polar_cod,2718842.1561726197,0.1
BTS_fall_allbox_effic1,22,Polar_cod,2292240.784742813,0.1
BTS_fall_allbox_effic1,23,Polar_cod,2499577.7679255777,0.1
BTS_fall_allbox_effic1,24,Polar_cod,2805462.6647003884,0.1
BTS_fall_allbox_effic1,25,Polar_cod,3023675.5274326424,0.1
BTS_fall_allbox_effic1,26,Polar_cod,3526526.0150754023,0.1
BTS_fall_allbox_effic1,27,Polar_cod,2893548.820192433,0.1
BTS_fall_allbox_effic1,28,Polar_cod,4173640.468012203,0.1
BTS_fall_allbox_effic1,29,Polar_cod,3357380.965848447,0.1
BTS_fall_allbox_effic1,30,Polar_cod,3449202.0241643735,0.1
BTS_fall_allbox_effic1,31,Polar_cod,2923792.566872423,0.1
BTS_fall_allbox_effic1,32,Polar_cod,3691222.6594374133,0.1
BTS_fall_allbox_effic1,33,Polar_cod,3483627.4577369243,0.1
BTS_fall_allbox_effic1,34,Polar_cod,3735490.545684508,0.1
BTS_fall_allbox_effic1,35,Polar_cod,3116161.681261102,0.1
BTS_fall_allbox_effic1,36,Polar_cod,3557500.1375880428,0.1
BTS_fall_allbox_effic1,37,Polar_cod,3691810.491051343,0.1
BTS_fall_allbox_effic1,38,Polar_cod,3100603.8821519963,0.1
BTS_fall_allbox_effic1,39,Polar_cod,3585582.166043656,0.1
BTS_fall_allbox_effic1,40,Polar_cod,3401493.9793056366,0.1
BTS_fall_allbox_effic1,41,Polar_cod,4120866.998029615,0.1
BTS_fall_allbox_effic1,42,Polar_cod,4245763.539173691,0.1
BTS_fall_allbox_effic1,43,Polar_cod,4221013.1243008915,0.1
BTS_fall_allbox_effic1,44,Polar_cod,4451821.616230036,0.1
BTS_fall_allbox_effic1,45,Polar_cod,4176543.828967995,0.1
BTS_fall_allbox_effic1,46,Polar_cod,4099772.4781021196,0.1
BTS_fall_allbox_effic1,47,Polar_cod,3988512.25649981,0.1
BTS_fall_allbox_effic1,48,Polar_cod,4023464.7341211326,0.1
BTS_fall_allbox_effic1,49,Polar_cod,4058446.040772415,0.1
BTS_fall_allbox_effic1,50,Polar_cod,3557912.3061994733,0.1
BTS_fall_allbox_effic1,51,Polar_cod,4261947.901931329,0.1
BTS_fall_allbox_effic1,52,Polar_cod,4104258.034871211,0.1
BTS_fall_allbox_effic1,53,Polar_cod,4161432.3568803803,0.1
BTS_fall_allbox_effic1,54,Polar_cod,3925597.793783402,0.1
BTS_fall_allbox_effic1,55,Polar_cod,4069605.2744794935,0.1
BTS_fall_allbox_effic1,56,Polar_cod,3634099.916359818,0.1
BTS_fall_allbox_effic1,57,Polar_cod,3799718.134574235,0.1
BTS_fall_allbox_effic1,58,Polar_cod,3623061.1854391447,0.1
BTS_fall_allbox_effic1,59,Polar_cod,4045245.2825840064,0.1
BTS_fall_allbox_effic1,60,Polar_cod,3693153.194189964,0.1
BTS_fall_allbox_effic1,61,Polar_cod,5879367.354937182,0.1
BTS_fall_allbox_effic1,62,Polar_cod,4100568.714633063,0.1
BTS_fall_allbox_effic1,63,Polar_cod,4350263.04846326,0.1
BTS_fall_allbox_effic1,64,Polar_cod,4046568.879254703,0.1
BTS_fall_allbox_effic1,65,Polar_cod,4039584.87921829,0.1
BTS_fall_allbox_effic1,66,Polar_cod,4307134.7306710575,0.1
BTS_fall_allbox_effic1,67,Polar_cod,3676526.303949101,0.1
BTS_fall_allbox_effic1,68,Polar_cod,4033860.7853381904,0.1
BTS_fall_allbox_effic1,69,Polar_cod,4407105.368042187,0.1
BTS_fall_allbox_effic1,70,Polar_cod,4353511.1065567145,0.1
BTS_fall_allbox_effic1,71,Polar_cod,4548482.774996645,0.1
BTS_fall_allbox_effic1,72,Polar_cod,4625970.8933049925,0.1
BTS_fall_allbox_effic1,73,Polar_cod,3843331.803902215,0.1
BTS_fall_allbox_effic1,74,Polar_cod,4341390.450601566,0.1
BTS_fall_allbox_effic1,75,Polar_cod,4856310.523419199,0.1
BTS_fall_allbox_effic1,76,Polar_cod,5487570.906735256,0.1
BTS_fall_allbox_effic1,77,Polar_cod,4285166.257344479,0.1
BTS_fall_allbox_effic1,78,Polar_cod,4609734.5364924995,0.1
BTS_fall_allbox_effic1,79,Polar_cod,4895080.093592441,0.1
BTS_fall_allbox_effic1,80,Polar_cod,5139246.199322622,0.1
BTS_fall_allbox_effic1,81,Polar_cod,4462355.2074921355,0.1
BTS_fall_allbox_effic1,82,Polar_cod,4168859.7543391273,0.1
BTS_fall_allbox_effic1,83,Polar_cod,4812999.904090235,0.1
BTS_fall_allbox_effic1,84,Polar_cod,4885597.206259552,0.1
BTS_fall_allbox_effic1,85,Polar_cod,5093338.926672831,0.1
BTS_fall_allbox_effic1,86,Polar_cod,4100527.2673926153,0.1
BTS_fall_allbox_effic1,87,Polar_cod,4963941.714165718,0.1
BTS_fall_allbox_effic1,88,Polar_cod,4871064.535225114,0.1
BTS_fall_allbox_effic1,89,Polar_cod,4513022.479898679,0.1
BTS_fall_allbox_effic1,90,Polar_cod,4306501.930218493,0.1
BTS_fall_allbox_effic1,91,Polar_cod,4259507.211842881,0.1
BTS_fall_allbox_effic1,92,Polar_cod,3696387.424589911,0.1
BTS_fall_allbox_effic1,93,Polar_cod,4321127.990051188,0.1
BTS_fall_allbox_effic1,94,Polar_cod,4595987.594387934,0.1
BTS_fall_allbox_effic1,95,Polar_cod,3666559.145833941,0.1
BTS_fall_allbox_effic1,96,Polar_cod,3449422.4683677056,0.1
BTS_fall_allbox_effic1,97,Polar_cod,3967522.1812964305,0.1
BTS_fall_allbox_effic1,98,Polar_cod,4612076.632697188,0.1
BTS_fall_allbox_effic1,99,Polar_cod,4400100.21967089,0.1
BTS_fall_allbox_effic1,100,Polar_cod,3881873.1134245964,0.1
BTS_fall_allbox_effic1,101,Polar_cod,3603461.030377221,0.1
BTS_fall_allbox_effic1,102,Polar_cod,5065521.166342519,0.1
BTS_fall_allbox_effic1,103,Polar_cod,4843383.3063372625,0.1
BTS_fall_allbox_effic1,104,Polar_cod,4664386.828087448,0.1
BTS_fall_allbox_effic1,105,Polar_cod,4353654.170625606,0.1
BTS_fall_allbox_effic1,106,Polar_cod,4822701.1513946345,0.1
BTS_fall_allbox_effic1,107,Polar_cod,4034456.046828352,0.1
BTS_fall_allbox_effic1,108,Polar_cod,5137737.639831647,0.1
BTS_fall_allbox_effic1,109,Polar_cod,4771052.063029199,0.1
BTS_fall_allbox_effic1,110,Polar_cod,4030396.0257728216,0.1
BTS_fall_allbox_effic1,111,Polar_cod,4031179.5210874444,0.1
BTS_fall_allbox_effic1,112,Polar_cod,3850484.0791780762,0.1
BTS_fall_allbox_effic1,113,Polar_cod,3584361.036613143,0.1
BTS_fall_allbox_effic1,114,Polar_cod,4366097.558941711,0.1
BTS_fall_allbox_effic1,115,Polar_cod,3808968.4755119393,0.1
BTS_fall_allbox_effic1,116,Polar_cod,4429829.602627497,0.1
BTS_fall_allbox_effic1,117,Polar_cod,4416137.249899673,0.1
BTS_fall_allbox_effic1,118,Polar_cod,4768708.393594863,0.1
BTS_fall_allbox_effic1,119,Polar_cod,4243657.471190542,0.1
BTS_fall_allbox_effic1,120,Polar_cod,5291268.809207081,0.1
BTS_fall_allbox_effic1,121,Polar_cod,4702409.714390738,0.1
BTS_fall_allbox_effic1,122,Polar_cod,4739480.464931393,0.1
BTS_fall_allbox_effic1,123,Polar_cod,5441628.361877988,0.1
BTS_fall_allbox_effic1,124,Polar_cod,4596129.025143208,0.1
BTS_fall_allbox_effic1,125,Polar_cod,5839297.504326182,0.1
BTS_fall_allbox_effic1,126,Polar_cod,3593151.697129733,0.1
BTS_fall_allbox_effic1,127,Polar_cod,3877228.6664955835,0.1
BTS_fall_allbox_effic1,128,Polar_cod,4333213.227632396,0.1
BTS_fall_allbox_effic1,129,Polar_cod,4562874.5162708955,0.1
BTS_fall_allbox_effic1,130,Polar_cod,5247736.117624331,0.1
BTS_fall_allbox_effic1,131,Polar_cod,4918703.474879202,0.1
BTS_fall_allbox_effic1,132,Polar_cod,5494866.273598687,0.1
BTS_fall_allbox_effic1,133,Polar_cod,5293620.206327693,0.1
BTS_fall_allbox_effic1,134,Polar_cod,5191891.907101264,0.1
BTS_fall_allbox_effic1,135,Polar_cod,4768220.795305174,0.1
BTS_fall_allbox_effic1,136,Polar_cod,5189844.41614728,0.1
BTS_fall_allbox_effic1,137,Polar_cod,4661206.017072985,0.1
BTS_fall_allbox_effic1,138,Polar_cod,4457869.1233454235,0.1
BTS_fall_allbox_effic1,139,Polar_cod,4874075.440693214,0.1
BTS_fall_allbox_effic1,140,Polar_cod,4821815.0069439,0.1
BTS_fall_allbox_effic1,141,Polar_cod,4888038.508336927,0.1
BTS_fall_allbox_effic1,142,Polar_cod,4311759.614865925,0.1
BTS_fall_allbox_effic1,143,Polar_cod,4482763.2587704295,0.1
BTS_fall_allbox_effic1,144,Polar_cod,5183990.984372574,0.1
BTS_fall_allbox_effic1,1,Redfish,1040077.3127784696,0.1
BTS_fall_allbox_effic1,2,Redfish,1277730.4924525595,0.1
BTS_fall_allbox_effic1,3,Redfish,1276245.257972916,0.1
BTS_fall_allbox_effic1,4,Redfish,1288797.8053041366,0.1
BTS_fall_allbox_effic1,5,Redfish,1279210.8840372195,0.1
BTS_fall_allbox_effic1,6,Redfish,1304785.4349105756,0.1
BTS_fall_allbox_effic1,7,Redfish,1921434.2536708042,0.1
BTS_fall_allbox_effic1,8,Redfish,1360248.6801687789,0.1
BTS_fall_allbox_effic1,9,Redfish,1653082.8833675492,0.1
BTS_fall_allbox_effic1,10,Redfish,1924688.2212005951,0.1
BTS_fall_allbox_effic1,11,Redfish,1951141.8570446423,0.1
BTS_fall_allbox_effic1,12,Redfish,2230296.8706418956,0.1
BTS_fall_allbox_effic1,13,Redfish,2153899.958189225,0.1
BTS_fall_allbox_effic1,14,Redfish,2271172.2986760577,0.1
BTS_fall_allbox_effic1,15,Redfish,2623208.54153715,0.1
BTS_fall_allbox_effic1,16,Redfish,2780970.358170429,0.1
BTS_fall_allbox_effic1,17,Redfish,2928772.3270233897,0.1
BTS_fall_allbox_effic1,18,Redfish,2599504.5995435254,0.1
BTS_fall_allbox_effic1,19,Redfish,2104009.8787848125,0.1
BTS_fall_allbox_effic1,20,Redfish,2777536.6642374,0.1
BTS_fall_allbox_effic1,21,Redfish,2651949.0163151,0.1
BTS_fall_allbox_effic1,22,Redfish,2405136.250461719,0.1
BTS_fall_allbox_effic1,23,Redfish,2690163.4779675896,0.1
BTS_fall_allbox_effic1,24,Redfish,2478614.812598934,0.1
BTS_fall_allbox_effic1,25,Redfish,2662454.914817801,0.1
BTS_fall_allbox_effic1,26,Redfish,3365534.0278639724,0.1
BTS_fall_allbox_effic1,27,Redfish,3014195.490860836,0.1
BTS_fall_allbox_effic1,28,Redfish,2348303.2526159077,0.1
BTS_fall_allbox_effic1,29,Redfish,2752422.497911099,0.1
BTS_fall_allbox_effic1,30,Redfish,2916898.331168991,0.1
BTS_fall_allbox_effic1,31,Redfish,2602993.302398857,0.1
BTS_fall_allbox_effic1,32,Redfish,3297299.809691599,0.1
BTS_fall_allbox_effic1,33,Redfish,3069859.2098576315,0.1
BTS_fall_allbox_effic1,34,Redfish,3352761.485214814,0.1
BTS_fall_allbox_effic1,35,Redfish,2987584.3162599127,0.1
BTS_fall_allbox_effic1,36,Redfish,3178735.87740476,0.1
BTS_fall_allbox_effic1,37,Redfish,3013510.906857895,0.1
BTS_fall_allbox_effic1,38,Redfish,2807096.592572142,0.1
BTS_fall_allbox_effic1,39,Redfish,3242516.298822988,0.1
BTS_fall_allbox_effic1,40,Redfish,2583552.143349835,0.1
BTS_fall_allbox_effic1,41,Redfish,2955798.7150901277,0.1
BTS_fall_allbox_effic1,42,Redfish,3381521.431250277,0.1
BTS_fall_allbox_effic1,43,Redfish,3040421.870749665,0.1
BTS_fall_allbox_effic1,44,Redfish,3151137.7523075896,0.1
BTS_fall_allbox_effic1,45,Redfish,3326870.4712022725,0.1
BTS_fall_allbox_effic1,46,Redfish,3632414.224934507,0.1
BTS_fall_allbox_effic1,47,Redfish,3285065.3245325075,0.1
BTS_fall_allbox_effic1,48,Redfish,3574881.021166173,0.1
BTS_fall_allbox_effic1,49,Redfish,2849896.750140309,0.1
BTS_fall_allbox_effic1,50,Redfish,3132906.7964082323,0.1
BTS_fall_allbox_effic1,51,Redfish,2880865.696514763,0.1
BTS_fall_allbox_effic1,52,Redfish,2946295.8466418553,0.1
BTS_fall_allbox_effic1,53,Redfish,3095462.4828813765,0.1
BTS_fall_allbox_effic1,54,Redfish,3429087.6426071995,0.1
BTS_fall_allbox_effic1,55,Redfish,3241584.40495134,0.1
BTS_fall_allbox_effic1,56,Redfish,3519060.107562983,0.1
BTS_fall_allbox_effic1,57,Redfish,3417603.3795443242,0.1
BTS_fall_allbox_effic1,58,Redfish,3237189.306139067,0.1
BTS_fall_allbox_effic1,59,Redfish,2910328.6050900975,0.1
BTS_fall_allbox_effic1,60,Redfish,2739379.0407801983,0.1
BTS_fall_allbox_effic1,61,Redfish,2619648.555512887,0.1
BTS_fall_allbox_effic1,62,Redfish,3022542.9720695126,0.1
BTS_fall_allbox_effic1,63,Redfish,3076596.1456974577,0.1
BTS_fall_allbox_effic1,64,Redfish,3195824.9385626786,0.1
BTS_fall_allbox_effic1,65,Redfish,3584640.1475213487,0.1
BTS_fall_allbox_effic1,66,Redfish,3354746.065811638,0.1
BTS_fall_allbox_effic1,67,Redfish,2845380.227713813,0.1
BTS_fall_allbox_effic1,68,Redfish,2923500.146511515,0.1
BTS_fall_allbox_effic1,69,Redfish,3500723.6598370257,0.1
BTS_fall_allbox_effic1,70,Redfish,2853437.9672058625,0.1
BTS_fall_allbox_effic1,71,Redfish,2941821.6293388307,0.1
BTS_fall_allbox_effic1,72,Redfish,2905967.412134148,0.1
BTS_fall_allbox_effic1,73,Redfish,3632389.6705540773,0.1
BTS_fall_allbox_effic1,74,Redfish,2751522.243570431,0.1
BTS_fall_allbox_effic1,75,Redfish,2853664.391190123,0.1
BTS_fall_allbox_effic1,76,Redfish,2851605.265358527,0.1
BTS_fall_allbox_effic1,77,Redfish,2938420.232716785,0.1
BTS_fall_allbox_effic1,78,Redfish,2953450.7911998667,0.1
BTS_fall_allbox_effic1,79,Redfish,3098468.0149808694,0.1
BTS_fall_allbox_effic1,80,Redfish,2865518.9086621106,0.1
BTS_fall_allbox_effic1,81,Redfish,2795893.076658866,0.1
